text,intent,user_type
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Show basket,customer_view_cart,customer
What do I have in cart?,customer_view_cart,customer
View my basket,customer_view_cart,customer
Show my basket,customer_view_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Show basket,customer_view_cart,customer
What do I have in cart?,customer_view_cart,customer
View my basket,customer_view_cart,customer
Show my basket,customer_view_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Show basket,customer_view_cart,customer
What do I have in cart?,customer_view_cart,customer
View my basket,customer_view_cart,customer
Show my basket,customer_view_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Show basket,customer_view_cart,customer
What do I have in cart?,customer_view_cart,customer
View my basket,customer_view_cart,customer
Show my basket,customer_view_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Show basket,customer_view_cart,customer
What do I have in cart?,customer_view_cart,customer
View my basket,customer_view_cart,customer
Show my basket,customer_view_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Checkout,customer_place_order,customer
Place order,customer_place_order,customer
Order now,customer_place_order,customer
Proceed to checkout,customer_place_order,customer
Complete order,customer_place_order,customer
Make order,customer_place_order,customer
Submit order,customer_place_order,customer
Finalize order,customer_place_order,customer
Confirm order,customer_place_order,customer
Checkout now,customer_place_order,customer
Place my order,customer_place_order,customer
Complete purchase,customer_place_order,customer
Finish order,customer_place_order,customer
Checkout,customer_place_order,customer
Place order,customer_place_order,customer
Order now,customer_place_order,customer
Proceed to checkout,customer_place_order,customer
Complete order,customer_place_order,customer
Make order,customer_place_order,customer
Submit order,customer_place_order,customer
Finalize order,customer_place_order,customer
Confirm order,customer_place_order,customer
Checkout now,customer_place_order,customer
Place my order,customer_place_order,customer
Complete purchase,customer_place_order,customer
Finish order,customer_place_order,customer
Checkout,customer_place_order,customer
Place order,customer_place_order,customer
Order now,customer_place_order,customer
Proceed to checkout,customer_place_order,customer
Complete order,customer_place_order,customer
Make order,customer_place_order,customer
Submit order,customer_place_order,customer
Finalize order,customer_place_order,customer
Confirm order,customer_place_order,customer
Checkout now,customer_place_order,customer
Place my order,customer_place_order,customer
Complete purchase,customer_place_order,customer
Finish order,customer_place_order,customer
Checkout,customer_place_order,customer
Place order,customer_place_order,customer
Order now,customer_place_order,customer
Proceed to checkout,customer_place_order,customer
Complete order,customer_place_order,customer
Make order,customer_place_order,customer
Submit order,customer_place_order,customer
Finalize order,customer_place_order,customer
Confirm order,customer_place_order,customer
Checkout now,customer_place_order,customer
Place my order,customer_place_order,customer
Complete purchase,customer_place_order,customer
Finish order,customer_place_order,customer
Checkout,customer_place_order,customer
Place order,customer_place_order,customer
Order now,customer_place_order,customer
Proceed to checkout,customer_place_order,customer
Complete order,customer_place_order,customer
Make order,customer_place_order,customer
Submit order,customer_place_order,customer
Finalize order,customer_place_order,customer
Confirm order,customer_place_order,customer
Checkout now,customer_place_order,customer
Place my order,customer_place_order,customer
Complete purchase,customer_place_order,customer
Finish order,customer_place_order,customer
Checkout,customer_place_order,customer
Place order,customer_place_order,customer
Order now,customer_place_order,customer
Proceed to checkout,customer_place_order,customer
Complete order,customer_place_order,customer
Make order,customer_place_order,customer
Submit order,customer_place_order,customer
Finalize order,customer_place_order,customer
Confirm order,customer_place_order,customer
Checkout now,customer_place_order,customer
Place my order,customer_place_order,customer
Complete purchase,customer_place_order,customer
Finish order,customer_place_order,customer
Checkout,customer_place_order,customer
Place order,customer_place_order,customer
Order now,customer_place_order,customer
Proceed to checkout,customer_place_order,customer
Complete order,customer_place_order,customer
Make order,customer_place_order,customer
Submit order,customer_place_order,customer
Finalize order,customer_place_order,customer
Confirm order,customer_place_order,customer
Checkout now,customer_place_order,customer
Place my order,customer_place_order,customer
Complete purchase,customer_place_order,customer
Finish order,customer_place_order,customer
Checkout,customer_place_order,customer
Place order,customer_place_order,customer
Order now,customer_place_order,customer
Proceed to checkout,customer_place_order,customer
Complete order,customer_place_order,customer
Make order,customer_place_order,customer
Submit order,customer_place_order,customer
Finalize order,customer_place_order,customer
Confirm order,customer_place_order,customer
My orders,customer_view_orders,customer
Order history,customer_view_orders,customer
Past orders,customer_view_orders,customer
View my orders,customer_view_orders,customer
Show my orders,customer_view_orders,customer
Display my orders,customer_view_orders,customer
Order tracking,customer_view_orders,customer
My order history,customer_view_orders,customer
Previous orders,customer_view_orders,customer
View order history,customer_view_orders,customer
Show past orders,customer_view_orders,customer
My previous orders,customer_view_orders,customer
Order records,customer_view_orders,customer
My orders,customer_view_orders,customer
Order history,customer_view_orders,customer
Past orders,customer_view_orders,customer
View my orders,customer_view_orders,customer
Show my orders,customer_view_orders,customer
Display my orders,customer_view_orders,customer
Order tracking,customer_view_orders,customer
My order history,customer_view_orders,customer
Previous orders,customer_view_orders,customer
View order history,customer_view_orders,customer
Show past orders,customer_view_orders,customer
My previous orders,customer_view_orders,customer
Order records,customer_view_orders,customer
My orders,customer_view_orders,customer
Order history,customer_view_orders,customer
Past orders,customer_view_orders,customer
View my orders,customer_view_orders,customer
Show my orders,customer_view_orders,customer
Display my orders,customer_view_orders,customer
Order tracking,customer_view_orders,customer
My order history,customer_view_orders,customer
Previous orders,customer_view_orders,customer
View order history,customer_view_orders,customer
Show past orders,customer_view_orders,customer
My previous orders,customer_view_orders,customer
Order records,customer_view_orders,customer
My orders,customer_view_orders,customer
Order history,customer_view_orders,customer
Past orders,customer_view_orders,customer
View my orders,customer_view_orders,customer
Show my orders,customer_view_orders,customer
Display my orders,customer_view_orders,customer
Order tracking,customer_view_orders,customer
My order history,customer_view_orders,customer
Previous orders,customer_view_orders,customer
View order history,customer_view_orders,customer
Show past orders,customer_view_orders,customer
My previous orders,customer_view_orders,customer
Order records,customer_view_orders,customer
My orders,customer_view_orders,customer
Order history,customer_view_orders,customer
Past orders,customer_view_orders,customer
View my orders,customer_view_orders,customer
Show my orders,customer_view_orders,customer
Display my orders,customer_view_orders,customer
Order tracking,customer_view_orders,customer
My order history,customer_view_orders,customer
Previous orders,customer_view_orders,customer
View order history,customer_view_orders,customer
Show past orders,customer_view_orders,customer
My previous orders,customer_view_orders,customer
Order records,customer_view_orders,customer
My orders,customer_view_orders,customer
Order history,customer_view_orders,customer
Past orders,customer_view_orders,customer
View my orders,customer_view_orders,customer
Show my orders,customer_view_orders,customer
Display my orders,customer_view_orders,customer
Order tracking,customer_view_orders,customer
My order history,customer_view_orders,customer
Previous orders,customer_view_orders,customer
View order history,customer_view_orders,customer
Show past orders,customer_view_orders,customer
My previous orders,customer_view_orders,customer
Order records,customer_view_orders,customer
My orders,customer_view_orders,customer
Order history,customer_view_orders,customer
Past orders,customer_view_orders,customer
View my orders,customer_view_orders,customer
Show my orders,customer_view_orders,customer
Display my orders,customer_view_orders,customer
Order tracking,customer_view_orders,customer
My order history,customer_view_orders,customer
Previous orders,customer_view_orders,customer
View order history,customer_view_orders,customer
Show past orders,customer_view_orders,customer
My previous orders,customer_view_orders,customer
Order records,customer_view_orders,customer
My orders,customer_view_orders,customer
Order history,customer_view_orders,customer
Past orders,customer_view_orders,customer
View my orders,customer_view_orders,customer
Show my orders,customer_view_orders,customer
Display my orders,customer_view_orders,customer
Order tracking,customer_view_orders,customer
My order history,customer_view_orders,customer
Previous orders,customer_view_orders,customer
Go to home,customer_navigate_home,customer
Home page,customer_navigate_home,customer
Main page,customer_navigate_home,customer
Take me home,customer_navigate_home,customer
Go home,customer_navigate_home,customer
Navigate to home,customer_navigate_home,customer
Open home page,customer_navigate_home,customer
Show home,customer_navigate_home,customer
Display home page,customer_navigate_home,customer
Go to main page,customer_navigate_home,customer
Home screen,customer_navigate_home,customer
Return to home,customer_navigate_home,customer
Back to home,customer_navigate_home,customer
Go to home,customer_navigate_home,customer
Home page,customer_navigate_home,customer
Main page,customer_navigate_home,customer
Take me home,customer_navigate_home,customer
Go home,customer_navigate_home,customer
Navigate to home,customer_navigate_home,customer
Open home page,customer_navigate_home,customer
Show home,customer_navigate_home,customer
Display home page,customer_navigate_home,customer
Go to main page,customer_navigate_home,customer
Home screen,customer_navigate_home,customer
Return to home,customer_navigate_home,customer
Back to home,customer_navigate_home,customer
Go to home,customer_navigate_home,customer
Home page,customer_navigate_home,customer
Main page,customer_navigate_home,customer
Take me home,customer_navigate_home,customer
Go home,customer_navigate_home,customer
Navigate to home,customer_navigate_home,customer
Open home page,customer_navigate_home,customer
Show home,customer_navigate_home,customer
Display home page,customer_navigate_home,customer
Go to main page,customer_navigate_home,customer
Home screen,customer_navigate_home,customer
Return to home,customer_navigate_home,customer
Back to home,customer_navigate_home,customer
Go to home,customer_navigate_home,customer
Home page,customer_navigate_home,customer
Main page,customer_navigate_home,customer
Take me home,customer_navigate_home,customer
Go home,customer_navigate_home,customer
Navigate to home,customer_navigate_home,customer
Open home page,customer_navigate_home,customer
Show home,customer_navigate_home,customer
Display home page,customer_navigate_home,customer
Go to main page,customer_navigate_home,customer
Home screen,customer_navigate_home,customer
Return to home,customer_navigate_home,customer
Back to home,customer_navigate_home,customer
Go to home,customer_navigate_home,customer
Home page,customer_navigate_home,customer
Main page,customer_navigate_home,customer
Take me home,customer_navigate_home,customer
Go home,customer_navigate_home,customer
Navigate to home,customer_navigate_home,customer
Open home page,customer_navigate_home,customer
Show home,customer_navigate_home,customer
Display home page,customer_navigate_home,customer
Go to main page,customer_navigate_home,customer
Home screen,customer_navigate_home,customer
Return to home,customer_navigate_home,customer
Back to home,customer_navigate_home,customer
Go to home,customer_navigate_home,customer
Home page,customer_navigate_home,customer
Main page,customer_navigate_home,customer
Take me home,customer_navigate_home,customer
Go home,customer_navigate_home,customer
Navigate to home,customer_navigate_home,customer
Open home page,customer_navigate_home,customer
Show home,customer_navigate_home,customer
Display home page,customer_navigate_home,customer
Go to main page,customer_navigate_home,customer
Home screen,customer_navigate_home,customer
Return to home,customer_navigate_home,customer
Back to home,customer_navigate_home,customer
Go to home,customer_navigate_home,customer
Home page,customer_navigate_home,customer
Main page,customer_navigate_home,customer
Take me home,customer_navigate_home,customer
Go home,customer_navigate_home,customer
Navigate to home,customer_navigate_home,customer
Open home page,customer_navigate_home,customer
Show home,customer_navigate_home,customer
Display home page,customer_navigate_home,customer
Go to main page,customer_navigate_home,customer
Home screen,customer_navigate_home,customer
Return to home,customer_navigate_home,customer
Back to home,customer_navigate_home,customer
Go to home,customer_navigate_home,customer
Home page,customer_navigate_home,customer
Main page,customer_navigate_home,customer
Take me home,customer_navigate_home,customer
Go home,customer_navigate_home,customer
Navigate to home,customer_navigate_home,customer
Open home page,customer_navigate_home,customer
Show home,customer_navigate_home,customer
Display home page,customer_navigate_home,customer
Go to cart,customer_navigate_cart,customer
Cart page,customer_navigate_cart,customer
Shopping cart,customer_navigate_cart,customer
Take me to cart,customer_navigate_cart,customer
Open cart,customer_navigate_cart,customer
Navigate to cart,customer_navigate_cart,customer
View cart page,customer_navigate_cart,customer
Show cart page,customer_navigate_cart,customer
Display cart,customer_navigate_cart,customer
Go to basket,customer_navigate_cart,customer
Cart screen,customer_navigate_cart,customer
Open shopping cart,customer_navigate_cart,customer
View my cart page,customer_navigate_cart,customer
Go to cart,customer_navigate_cart,customer
Cart page,customer_navigate_cart,customer
Shopping cart,customer_navigate_cart,customer
Take me to cart,customer_navigate_cart,customer
Open cart,customer_navigate_cart,customer
Navigate to cart,customer_navigate_cart,customer
View cart page,customer_navigate_cart,customer
Show cart page,customer_navigate_cart,customer
Display cart,customer_navigate_cart,customer
Go to basket,customer_navigate_cart,customer
Cart screen,customer_navigate_cart,customer
Open shopping cart,customer_navigate_cart,customer
View my cart page,customer_navigate_cart,customer
Go to cart,customer_navigate_cart,customer
Cart page,customer_navigate_cart,customer
Shopping cart,customer_navigate_cart,customer
Take me to cart,customer_navigate_cart,customer
Open cart,customer_navigate_cart,customer
Navigate to cart,customer_navigate_cart,customer
View cart page,customer_navigate_cart,customer
Show cart page,customer_navigate_cart,customer
Display cart,customer_navigate_cart,customer
Go to basket,customer_navigate_cart,customer
Cart screen,customer_navigate_cart,customer
Open shopping cart,customer_navigate_cart,customer
View my cart page,customer_navigate_cart,customer
Go to cart,customer_navigate_cart,customer
Cart page,customer_navigate_cart,customer
Shopping cart,customer_navigate_cart,customer
Take me to cart,customer_navigate_cart,customer
Open cart,customer_navigate_cart,customer
Navigate to cart,customer_navigate_cart,customer
View cart page,customer_navigate_cart,customer
Show cart page,customer_navigate_cart,customer
Display cart,customer_navigate_cart,customer
Go to basket,customer_navigate_cart,customer
Cart screen,customer_navigate_cart,customer
Open shopping cart,customer_navigate_cart,customer
View my cart page,customer_navigate_cart,customer
Go to cart,customer_navigate_cart,customer
Cart page,customer_navigate_cart,customer
Shopping cart,customer_navigate_cart,customer
Take me to cart,customer_navigate_cart,customer
Open cart,customer_navigate_cart,customer
Navigate to cart,customer_navigate_cart,customer
View cart page,customer_navigate_cart,customer
Show cart page,customer_navigate_cart,customer
Display cart,customer_navigate_cart,customer
Go to basket,customer_navigate_cart,customer
Cart screen,customer_navigate_cart,customer
Open shopping cart,customer_navigate_cart,customer
View my cart page,customer_navigate_cart,customer
Go to cart,customer_navigate_cart,customer
Cart page,customer_navigate_cart,customer
Shopping cart,customer_navigate_cart,customer
Take me to cart,customer_navigate_cart,customer
Open cart,customer_navigate_cart,customer
Navigate to cart,customer_navigate_cart,customer
View cart page,customer_navigate_cart,customer
Show cart page,customer_navigate_cart,customer
Display cart,customer_navigate_cart,customer
Go to basket,customer_navigate_cart,customer
Cart screen,customer_navigate_cart,customer
Open shopping cart,customer_navigate_cart,customer
View my cart page,customer_navigate_cart,customer
Go to cart,customer_navigate_cart,customer
Cart page,customer_navigate_cart,customer
Shopping cart,customer_navigate_cart,customer
Take me to cart,customer_navigate_cart,customer
Open cart,customer_navigate_cart,customer
Navigate to cart,customer_navigate_cart,customer
View cart page,customer_navigate_cart,customer
Show cart page,customer_navigate_cart,customer
Display cart,customer_navigate_cart,customer
Go to basket,customer_navigate_cart,customer
Cart screen,customer_navigate_cart,customer
Open shopping cart,customer_navigate_cart,customer
View my cart page,customer_navigate_cart,customer
Go to cart,customer_navigate_cart,customer
Cart page,customer_navigate_cart,customer
Shopping cart,customer_navigate_cart,customer
Take me to cart,customer_navigate_cart,customer
Open cart,customer_navigate_cart,customer
Navigate to cart,customer_navigate_cart,customer
View cart page,customer_navigate_cart,customer
Show cart page,customer_navigate_cart,customer
Display cart,customer_navigate_cart,customer
Go to orders,customer_navigate_orders,customer
Orders page,customer_navigate_orders,customer
My orders page,customer_navigate_orders,customer
Take me to orders,customer_navigate_orders,customer
Open orders,customer_navigate_orders,customer
Navigate to orders,customer_navigate_orders,customer
View orders page,customer_navigate_orders,customer
Show orders page,customer_navigate_orders,customer
Display orders,customer_navigate_orders,customer
Go to order history,customer_navigate_orders,customer
Orders screen,customer_navigate_orders,customer
Open order history,customer_navigate_orders,customer
View my orders page,customer_navigate_orders,customer
Go to orders,customer_navigate_orders,customer
Orders page,customer_navigate_orders,customer
My orders page,customer_navigate_orders,customer
Take me to orders,customer_navigate_orders,customer
Open orders,customer_navigate_orders,customer
Navigate to orders,customer_navigate_orders,customer
View orders page,customer_navigate_orders,customer
Show orders page,customer_navigate_orders,customer
Display orders,customer_navigate_orders,customer
Go to order history,customer_navigate_orders,customer
Orders screen,customer_navigate_orders,customer
Open order history,customer_navigate_orders,customer
View my orders page,customer_navigate_orders,customer
Go to orders,customer_navigate_orders,customer
Orders page,customer_navigate_orders,customer
My orders page,customer_navigate_orders,customer
Take me to orders,customer_navigate_orders,customer
Open orders,customer_navigate_orders,customer
Navigate to orders,customer_navigate_orders,customer
View orders page,customer_navigate_orders,customer
Show orders page,customer_navigate_orders,customer
Display orders,customer_navigate_orders,customer
Go to order history,customer_navigate_orders,customer
Orders screen,customer_navigate_orders,customer
Open order history,customer_navigate_orders,customer
View my orders page,customer_navigate_orders,customer
Go to orders,customer_navigate_orders,customer
Orders page,customer_navigate_orders,customer
My orders page,customer_navigate_orders,customer
Take me to orders,customer_navigate_orders,customer
Open orders,customer_navigate_orders,customer
Navigate to orders,customer_navigate_orders,customer
View orders page,customer_navigate_orders,customer
Show orders page,customer_navigate_orders,customer
Display orders,customer_navigate_orders,customer
Go to order history,customer_navigate_orders,customer
Orders screen,customer_navigate_orders,customer
Open order history,customer_navigate_orders,customer
View my orders page,customer_navigate_orders,customer
Go to orders,customer_navigate_orders,customer
Orders page,customer_navigate_orders,customer
My orders page,customer_navigate_orders,customer
Take me to orders,customer_navigate_orders,customer
Open orders,customer_navigate_orders,customer
Navigate to orders,customer_navigate_orders,customer
View orders page,customer_navigate_orders,customer
Show orders page,customer_navigate_orders,customer
Display orders,customer_navigate_orders,customer
Go to order history,customer_navigate_orders,customer
Orders screen,customer_navigate_orders,customer
Open order history,customer_navigate_orders,customer
View my orders page,customer_navigate_orders,customer
Go to orders,customer_navigate_orders,customer
Orders page,customer_navigate_orders,customer
My orders page,customer_navigate_orders,customer
Take me to orders,customer_navigate_orders,customer
Open orders,customer_navigate_orders,customer
Navigate to orders,customer_navigate_orders,customer
View orders page,customer_navigate_orders,customer
Show orders page,customer_navigate_orders,customer
Display orders,customer_navigate_orders,customer
Go to order history,customer_navigate_orders,customer
Orders screen,customer_navigate_orders,customer
Open order history,customer_navigate_orders,customer
View my orders page,customer_navigate_orders,customer
Go to orders,customer_navigate_orders,customer
Orders page,customer_navigate_orders,customer
My orders page,customer_navigate_orders,customer
Take me to orders,customer_navigate_orders,customer
Open orders,customer_navigate_orders,customer
Navigate to orders,customer_navigate_orders,customer
View orders page,customer_navigate_orders,customer
Show orders page,customer_navigate_orders,customer
Display orders,customer_navigate_orders,customer
Go to order history,customer_navigate_orders,customer
Orders screen,customer_navigate_orders,customer
Open order history,customer_navigate_orders,customer
View my orders page,customer_navigate_orders,customer
Go to orders,customer_navigate_orders,customer
Orders page,customer_navigate_orders,customer
My orders page,customer_navigate_orders,customer
Take me to orders,customer_navigate_orders,customer
Open orders,customer_navigate_orders,customer
Navigate to orders,customer_navigate_orders,customer
View orders page,customer_navigate_orders,customer
Show orders page,customer_navigate_orders,customer
Display orders,customer_navigate_orders,customer
